Public Food Key,Food Profile ID,Derivation,Name,Description,Scientific Name,Sampling details,Classification ID,"Energy, with dietary fibre (in kJ)","Energy, without dietary fibre (in kJ)",Moisture (water) (in g),Protein (in g),Nitrogen (in g),Total Fat (in g),Ash (in g),Total dietary fibre (in g),Alcohol (in g),Fructose (in g),Glucose (in g),Sucrose (in g),Maltose (in g),Lactose (in g),Galactose (in g),Maltotriose (in g),Total sugars (in g),Added sugars (in g),Free sugars (in g),Starch (in g),Dextrin (in g),Glycerol (in g),Glycogen (in g),Inulin (in g),Mannitol (in g),Maltodextrin (in g),Oligosaccharides (in g),Raffinose (in g),Stachyose (in g),Sorbitol (in g),Resistant starch (in g),"Available carbohydrate, without sugar alcohols (in g)","Available carbohydrate, with sugar alcohols (in g)",Acetic acid (in g),Citric acid (in g),Fumaric acid (in g),Lactic acid (in g),Malic acid (in g),Oxalic acid (in g),Propionic acid (in g),Quinic acid (in g),Succinic acid (in g),Tartaric acid (in g),Aluminium (Al) (in ug),Antimony (Sb) (in ug),Arsenic (As) (in ug),Cadmium (Cd) (in ug),Calcium (Ca) (in mg),Chromium (Cr) (in ug),Chloride (Cl) (in mg),Cobalt (Co) (in ug),Copper (Cu) (in mg),Fluoride (F) (in ug),Iodine (I) (in ug),Iron (Fe) (in mg),Lead (Pb) (in ug),Magnesium (Mg) (in mg),Manganese (Mn) (in mg),Mercury (Hg) (in ug),Molybdenum (Mo) (in ug),Nickel (Ni) (in ug),Phosphorus (P) (in mg),Potassium (K) (in mg),Selenium (Se) (in ug),Sodium (Na) (in mg),Sulphur (S) (in mg),Tin (Sn) (in ug),Zinc (Zn) (in mg),Retinol (preformed vitamin A) (in ug),Alpha-carotene (in ug),Beta-carotene (in ug),Cryptoxanthin (in ug),Beta-carotene equivalents (provitamin A) (in ug),Vitamin A retinol equivalents (in ug),Lutein (in ug),Lycopene (in ug),Xanthophyl (in ug),Thiamin (B1) (in mg),Riboflavin (B2) (in mg),Niacin (B3) (in mg),Niacin derived from tryptophan (in mg),Niacin derived equivalents (in mg),Pantothenic acid (B5) (in mg),Pyridoxine (B6) (in mg),Biotin (B7) (in ug),Cobalamin (B12) (in ug),"Folate, natural (in ug)",Folic acid (in ug),Total folates (in ug),Dietary folate equivalents (in ug),Vitamin C (in mg),Cholecalciferol (D3) (in ug),Ergocalciferol (D2) (in ug),25-hydroxy cholecalciferol (25-OH D3 (in ug),25-hydroxy ergocalciferol (25-OH D2) (in ug),Vitamin D3 equivalents (in ug),Alpha tocopherol (in mg),Alpha tocotrienol (in mg),Beta tocopherol (in mg),Beta tocotrienol (in mg),Delta tocopherol (in mg),Delta tocotrienol (in mg),Gamma tocopherol (in mg),Gamma tocotrienol (in mg),Vitamin E (in mg),C4 (in %),C4 (in g),C6 (in %),C6 (in g),C8 (in %),C8 (in g),C10 (in %),C10 (in g),C11 (in %),C11 (in g),C12 (in %),C12 (in g),C13 (in %),C13 (in g),C14 (in %),C14 (in g),C15 (in %),C15 (in g),C16 (in %),C16 (in g),C17 (in %),C17 (in g),C18 (in %),C18 (in g),C19 (in %),C19 (in g),C20 (in %),C20 (in g),C21 (in %),C21 (in g),C22 (in %),C22 (in g),C23 (in %),C23 (in g),C24 (in %),C24 (in g),Total saturated fatty acids (in %),Total saturated fatty acids (in g),C12:1 (in %),C12:1 (in g),C14:1 (in %),C14:1 (in g),C15:1 (in %),C15:1 (in g),C16:1 (in %),C16:1 (in g),C17:1 (in %),C17:1 (in g),C18:1 (in %),C18:1 (in g),C20:1 (in %),C20:1 (in g),C22:1 (in %),C22:1 (in g),C24:1 (in %),C24:1 (in g),Total monounsaturated fatty acids (in %),Total monounsaturated fatty acids (in g),C16:2w4 (in %),C16:2w4 (in mg),C16:3 (in %),C16:3 (in g),C18:2w6 (in %),C18:2w6 (in g),C18:3w3 (in %),C18:3w3 (in g),C18:3w4 (in %),C18:3w4 (in g),C18:3w6 (in %),C18:3w6 (in mg),C18:4w1 (in %),C18:4w1 (in g),C18:4w3 (in %),C18:4w3 (in mg),C20:2w6 (in %),C20:2w6 (in mg),C20:3w3 (in %),C20:3w3 (in mg),C20:3w6 (in %),C20:3w6 (in mg),C20:4w3 (in %),C20:4w3 (in mg),C20:4w6 (in %),C20:4w6 (in mg),C20:5w3 (in %),C20:5w3 (in mg),C22:2w6 (in %),C22:2w6 (in mg),C22:4w6 (in %),C22:4w6 (in mg),C22:5w3 (in %),C22:5w3 (in mg),C22:5w6 (in %),C22:5w6 (in g),C22:6w3 (in %),C22:6w3 (in mg),Other polyunsaturated fatty acids (in %),Other polyunsaturated fatty acids (in g),Total polyunsaturated fatty acids (in %),Total polyunsaturated fatty acids (in g),Total long chain omega 3 fatty acids (in %),Total long chain omega 3 fatty acids (in mg),Total undifferentiated fatty acids (in %),Total undifferentiated fatty acids (in mg),Total trans fatty acids (in %),Total trans fatty acids (in mg),Caffeine (in mg),Cholesterol (in mg),Tryptophan (in mg/g N),Tryptophan (in mg),Alanine (in mg/g N),Alanine (in mg),Arginine (in mg/g N),Arginine (in mg),Aspartic acid (in mg/g N),Aspartic acid (in mg),Cystine plus cysteine (in mg/g N),Cystine plus cysteine (in mg),Glutamic acid (in mg/g N),Glutamic acid (in mg),Glycine (in mg/g N),Glycine (in mg),Histidine (in mg/g N),Histidine (in mg),Isoleucine (in mg/g N),Isoleucine (in mg),Leucine (in mg/g N),Leucine (in mg),Lysine (in mg/g N),Lysine (in mg),Methionine (in mg/g N),Methionine (in mg),Phenylalanine (in mg/g N),Phenylalanine (in mg),Proline (in mg/g N),Proline (in mg),Serine (in mg/g N),Serine (in mg),Threonine (in mg/g N),Threonine (in mg),Tyrosine (in mg/g N),Tyrosine (in mg),Valine (in mg/g N),Valine (in mg),Product ID,Category ID,Health Star Rating
F009441,8022,Recipe,"Veal, stir-fry strips, untrimmed, stir-fried, no added fat","Cooked veal, purchased as strips and likely to be from various regions of the carcase. Fried for 3-5 minutes with no added fat. Lean muscle meat with internal and external fat attached.",,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18104,623,623,64.8,29.9,4.78,3.1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,8,,,,0.139,,0.3,2.09,,37,0.0,,,,367,526,15.8,79,,,5.76,0,,9,,9,2,,,,0.099,0.19899999999999998,8.94,4.114,13.06,0.66,0.99,,3.0,0,0,0,0,0,0.2,0,0.1,0,0.7,0.3,,0.0,,0.0,,0.0,,0.31,,,,,,,,,,,,,,,,0.13,,0.02,,0.63,,0.03,,0.4,,,,,,,,0.0,,,,,,1.22,,,,0.02,,,,0.08,,,,0.86,,,,,,,,1.01,,,,,,0.18,,0.04,,,,9.3,,,,,,9.27,,,,25.23,,,,99.28,,38.23,,,,11.22,,61.72,,,,15.03,,,,0.48,,114.973,,58.0,,142.24,0,98,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.5
F004831,7397,Analysed,"Lamb, all cuts, separable fat, raw",Raw internal and external separable fat from 11 different cuts of lamb from various regions of the carcase.,,"The majority of nutrient data were derived from a composite of 10 samples of 11 raw lamb cuts purchased in Melbourne and Sydney in 2002 (MLA, 2007). Fatty acids were derived from 3 pooled composites 10 samples of 6 raw lamb cuts (reflecting various regions of the carcase) purchased for proximate analysis in the same program. Vitamin D was derived from a composite of 8 samples of separable fat from loin chops (4x unbranded, 1x IGA,1x Woolworths, 1x Coles and 1x Drakes Foodland) purchased in ACT, QLD, VIC, SA and WA in 2015. Ash is an average of the separable fat from all cuts of lamb, raw and cooked, purchased in Sydney during 1992. Tryptophan was derived from samples of loin chop in 2008. Folate and iodine were imputed from pork separable fat. Proximates (starch, fibre, individual sugars, alcohol), folic acid and caffeine were imputed zero.",18102,2315,2315,27.4,10.8,1.73,57.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,5,,,,0.0,,0.0,0.41,,6,0.0,,,,56,91,0.0,22,,,0.54,34,,0,,0,34,,,,0.0,0.07,2.0,1.6150000000000002,3.61,0.43,0.1,,2.9,4,0,4,4,0,0.7,0,0.0,0,0.7,1.1,,0.0,,0.0,,0.0,,1.1,,,,,,,,,,,,,,,4.2,2.29,0.8,0.42,20.2,11.07,1.7,0.93,20.1,11.03,,,,,,,0.0,0.0,,,,,46.9,25.75,,,0.1,0.07,,,1.3,0.71,,,35.7,19.58,,,,,,,37.89,20.8,,,,,2.5,1.39,1.8,0.99,,,0.2,129.91,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.3,140.71,,,0.0,0.0,,,4.83,2.65,0.256,140.709,0.8,437.0,9.7,5329.54,0,62,55.0,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,2,2.0
F004830,7398,Analysed,"Lamb, all cuts, separable fat, cooked","Cooked internal and external separable fat from 11 different cuts of lamb from various regions of the carcase. Oven baked or grilled as purchased, still attached to the lean muscle meat, with no added fat to an internal temperature of 70 degrees celsius or until 'medium', then dissected.",,"The majority of nutrient data were derived from a composite of 10 samples of 11 raw lamb cuts purchased in Melbourne and Sydney in 2002 (MLA, 2007). Fatty acids were derived from 3 pooled composites from 10 samples of 6 raw lamb cuts (reflecting various regions of the carcase) purchased for proximate analysis in the same program. Vitamin D was derived from a composite of 8 samples of separable fat from loin chops (4x unbranded, 1x IGA,1x Woolworths, 1x Coles and 1x Drakes Foodland) purchased in ACT, QLD, VIC, SA and WA in 2015. Ash is an average of the separable fat from all cuts of lamb, raw and cooked, purchased in Sydney during 1992. Folate and iodine were imputed from pork separable fat. Tryptophan was derived from the analysis of loin chop in 2008. Proximates (starch, individual sugars, fibre, alcohol), folic acid, vitamin C and caffeine were imputed zero.",18102,2251,2251,23.6,16.2,2.59,53.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,6,,,,0.0,,0.0,0.67,,8,0.0,,,,82,110,0.0,28,,,1.0,42,,0,,0,42,,,,0.0,0.0,7.0,2.414,9.42,0.24,0.1,,3.0,4,0,4,4,0,1.6,0,0.0,0,1.6,0.8,,0.0,,0.0,,0.0,,0.8,,,,,,,,,,,,,,,4.1,2.08,0.8,0.4,21.1,10.72,1.7,0.88,20.9,10.63,,,,,,,0.0,0.0,,,,,48.57,24.72,,,0.2,0.12,,,1.4,0.74,,,36.1,18.36,,,,,,,39.18,19.94,,,,,2.2,1.12,1.8,0.9,,,0.3,134.52,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.3,146.06,,,0.0,0.0,,,4.52,2.3,0.287,146.055,1.43,729.0,7.8,3947.55,0,74,55.0,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,2,2.0
F004846,7498,Recipe,"Lamb, boneless, fillet or loin, untrimmed, raw","Raw lamb from the midsection of the carcase. Lean muscle meat only, with all internal and external separable fat.",,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18102,564,564,70.9,19.9,3.19,6.1,1.1,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,5,,,,0.11599999999999999,,1.2,1.94,,24,0.0,,,,232,354,10.5,67,,,2.46,5,,0,,0,5,,,,0.096,0.248,5.47,2.975,8.44,0.28,0.1,,1.0,16,0,16,16,0,0.0,0,0.6,0,2.91,0.7,,,,,,,,0.65,,,,,,,,,,,,,,,,0.21,,0.04,,1.3,,0.08,,1.13,,,,,,,,0.0,,,,,,2.77,,,,0.0,,,,0.09,,,,2.26,,,,,,,,2.37,,,,,,0.15,,0.09,,,,,,,,,,0.0,,,,,,,,24.31,,10.42,,,,0.0,,19.52,,,,0.0,,,,0.29,,29.938000000000002,,,,374.41,0,66,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,2,4.0
F004845,7499,Recipe,"Lamb, boneless, fillet or loin, untrimmed, grilled, no added fat","Lamb from the midsection of the carcase. Lean muscle meat only, with all internal and external separable fat. Grilled for 6 minutes.",,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18102,699,699,62.5,26.9,4.31,6.5,1.2,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,7,,,,0.16699999999999998,,1.2,2.51,,28,0.0,,,,256,365,20.6,68,,,3.3,8,,0,,0,8,,,,0.142,0.324,6.27,4.0120000000000005,10.28,0.32,0.07,,1.3,16,0,16,16,0,0.0,0,0.3,0,1.5,0.7,,,,,,,,0.68,,,,,,,,,,,,,,,,0.2,,0.04,,1.46,,0.09,,1.3,,,,,,,,0.0,,,,,,3.11,,,,0.0,,,,0.1,,,,2.46,,,,,,,,2.58,,,,,,0.13,,0.07,,,,,,,,,,0.0,,,,,,,,19.92,,9.96,,,,0.0,,12.95,,,,0.0,,,,0.25,,22.913,,,,427.76,0,84,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,2,4.0
F004844,7500,Recipe,"Lamb, boneless, fillet or loin, lean, raw","Raw lamb from the midsection of the carcase. Lean muscle meat only, with all internal and external separable fat removed.",,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18102,491,491,72.8,20.3,3.25,4.0,1.1,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,5,,72.0,,0.12,25.0,1.2,2.0,,24,0.0,,,,240,365,11.0,69,140.0,,2.55,4,,0,,0,4,,,,0.1,0.255,5.6,3.026,8.629999999999999,0.28,0.1,2.1,0.9,17,0,17,17,0,0.0,0,0.6,0,3.0,0.6,,,,,,,,0.64,,0.0,,0.0,,0.0,,0.0,,,,0.01,,,,0.12,,0.03,,0.89,,0.05,,0.71,,,,0.0,,,,0.0,,,,0.0,,1.82,,,,0.0,,,,0.06,,,,1.54,,0.0,,0.0,,0.0,,1.6,,,,,,0.09,,0.05,,,,,,,,,,0.0,,0.0,,,,,,25.33,,10.86,,,,0.0,,14.47,,,,0.0,,,,0.2,,25.328000000000003,,,,168.12,0,66,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,2,4.0
F004843,7501,Recipe,"Lamb, boneless, fillet or loin, lean, grilled, no added fat","Lamb from the midsection of the carcase. Lean muscle meat only, with all internal and external separable fat removed. Grilled for 6 minutes.",,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18102,667,667,63.4,27.2,4.34,5.6,1.2,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,8,,82.0,,0.17,75.0,1.2,2.55,,28,0.0,,,,260,370,21.0,69,215.0,,3.35,8,,0,,0,8,,,,0.145,0.33,6.25,4.046,10.3,0.32,0.07,2.4,1.2,17,0,17,17,0,0.0,0,0.3,0,1.5,0.7,,,,,,,,0.68,,0.0,,0.0,,0.0,,0.0,,,,0.02,,,,0.16,,0.04,,1.27,,0.07,,1.1,,,,0.0,,,,0.0,,,,0.0,,2.66,,,,0.0,,,,0.09,,,,2.13,,0.0,,0.0,,0.0,,2.22,,,,,,0.11,,0.06,,,,,,,,,,0.0,,0.0,,,,,,20.34,,10.17,,,,0.0,,10.17,,,,0.0,,,,0.2,,20.335,,,,354.09,0,84,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,2,4.0
F004890,7474,Recipe,"Lamb, chop, with bone, loin or chump, lean, raw",Raw lamb from the hind portion of the carcase. Lean muscle meat with some inseparable internal fat. Majority of internal and external separable fat removed.,,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18102,606,606,70.3,25.6,4.09,4.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,7,,90.0,,0.14,50.0,1.2,2.5,,30,0.017,,,,295,340,15.0,68,140.0,,3.2,9,,0,,0,9,,,,0.145,0.23,6.9,3.808,10.71,0.74,0.16,1.7,1.0,17,0,17,17,0,0.0,0,0.6,0,3.0,0.4,,0.0,,0.0,,0.0,,0.45,,,,,,,,,,,,,,,,0.09,,0.02,,0.81,,0.05,,0.63,,,,,,,,0.0,,,,,,1.6,,,,0.0,,,,0.06,,,,1.85,,,,,,,,1.99,,,,,,0.22,,0.04,,,,13.97,,,,,,13.63,,,,7.87,,,,92.38,,22.6,,,,6.49,,38.67,,,,9.28,,,,0.47,,70.561,,71.0,,190.44,0,69,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,2,4.5
F004889,7475,Recipe,"Lamb, chop, with bone, loin or chump, lean, grilled, no added fat",Cooked lamb from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with some inseparable fat. All possible internal and external separable fat removed after cooking.,,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18102,900,900,60.5,32.0,5.11,9.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,11,,72.0,,0.205,30.0,1.2,2.95,,32,0.016,,,,270,330,26.5,70,220.0,,5.0,8,,0,,0,8,,,,0.155,0.345,6.75,4.760000000000002,11.51,0.29,0.08,2.4,2.1,17,0,17,17,0,0.0,0,0.3,0,1.5,0.2,,0.0,,0.0,,0.0,,0.2,,,,,,,,,,,,,,,,0.22,,0.04,,1.77,,0.1,,1.35,,,,,,,,0.0,,,,,,3.48,,,,0.01,,,,0.14,,,,3.51,,,,,,,,3.82,,,,,,0.52,,0.18,,,,26.57,,,,,,21.03,,,,17.14,,,,155.63,,68.7,,,,8.78,,88.48,,,,29.4,,,,1.12,,186.58599999999998,,154.0,,422.0,0,92,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,2,4.0
F004892,7476,Recipe,"Lamb, chop, with bone, loin or chump, semi-trimmed, raw",Raw lamb from the hind portion of the carcase. Lean muscle meat and internal fat. Majority of external fat removed.,,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18102,804,804,65.3,23.9,3.82,10.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,7,,,,0.124,,1.1,2.26,,27,0.015,,,,267,311,13.2,63,,,2.89,12,,0,,0,12,,,,0.128,0.21100000000000002,6.34,3.5530000000000004,9.9,0.71,0.15,,1.2,15,0,15,15,0,0.1,0,0.5,0,2.73,0.5,,0.0,,0.0,,0.0,,0.53,,,,,,,,,,,,,,,,0.35,,0.06,,2.0,,0.15,,1.84,,,,,,,,0.0,,,,,,4.39,,,,0.01,,,,0.14,,,,3.9,,,,,,,,4.17,,,,,,0.36,,0.15,,,,27.38,,,,,,12.06,,,,6.95,,,,81.66,,20.0,,,,5.74,,50.48,,,,8.21,,,,0.72,,78.691,,114.0,,785.1,0,68,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,2,4.0
F004891,7477,Recipe,"Lamb, chop, with bone, loin or chump, semi-trimmed, grilled, no added fat",Cooked lamb from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat and internal fat. Majority of external fat removed after cooking.,,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18102,1042,1042,56.6,30.2,4.83,14.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,10,,,,0.183,,1.1,2.7,,29,0.013999999999999999,,,,250,307,23.6,65,,,4.55,11,,0,,0,11,,,,0.138,0.307,6.78,4.505,11.28,0.28,0.09,,2.2,15,0,15,15,0,0.2,0,0.3,0,1.51,0.3,,0.0,,0.0,,0.0,,0.27,,,,,,,,,,,,,,,,0.42,,0.08,,2.72,,0.18,,2.34,,,,,,,,0.0,,,,,,5.74,,,,0.02,,,,0.21,,,,5.08,,,,,,,,5.52,,,,,,0.58,,0.26,,,,38.0,,,,,,18.74,,,,15.23,,,,138.32,,61.51,,,,7.8,,94.56,,,,26.15,,,,1.24,,182.217,,215.0,,798.78,0,91,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,2,4.0
F004894,7478,Recipe,"Lamb, chop, with bone, loin or chump, untrimmed, raw",Raw lamb from the hind portion of the carcase. Lean muscle meat with all internal and external fat attached.,,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18102,1129,1129,57.2,20.8,3.33,20.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,7,,,,0.098,,0.8,1.89,,23,0.012,,,,225,264,10.7,54,,,2.4,16,,0,,0,16,,,,0.10099999999999999,0.183,5.37,3.111,8.47,0.66,0.14,,1.6,13,0,13,13,0,0.2,0,0.4,0,2.29,0.6,,0.0,,0.0,,0.0,,0.65,,,,,,,,,,,,,,,,0.77,,0.14,,3.96,,0.32,,3.83,,,,,,,,0.0,,,,,,9.02,,,,0.02,,,,0.26,,,,7.3,,,,,,,,7.78,,,,,,0.58,,0.34,,,,49.69,,,,,,9.36,,,,5.47,,,,64.38,,15.45,,,,4.57,,69.99,,,,6.47,,,,1.14,,91.90700000000001,,184.0,,1771.75,0,67,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,2,3.5
F004893,7479,Recipe,"Lamb, chop, with bone, loin or chump, untrimmed, grilled, no added fat",Cooked lamb from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with all internal and external fat attached.,,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18102,1202,1202,52.2,28.4,4.55,19.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,10,,,,0.159,,0.9,2.44,,27,0.012,,,,228,281,20.6,60,,,4.1,15,,0,,0,15,,,,0.12,0.268,6.81,4.2330000000000005,11.05,0.28,0.09,,2.3,14,0,14,14,0,0.4,0,0.2,0,1.52,0.3,,0.0,,0.0,,0.0,,0.34,,,,,,,,,,,,,,,,0.64,,0.12,,3.77,,0.28,,3.43,,,,,,,,0.0,,,,,,8.23,,,,0.04,,,,0.28,,,,6.83,,,,,,,,7.42,,,,,,0.65,,0.34,,,,50.7,,,,,,16.32,,,,13.3,,,,120.74,,53.35,,,,6.81,,101.35,,,,22.82,,,,1.38,,177.515,,283.0,,1210.63,0,88,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,2,3.5
F004899,7399,Analysed,"Lamb, chop, with bone, chump, lean, raw","Raw lamb from the hind portion of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed.",,"The majority of nutrient data were derived from a composite of 10 samples of chump chop purchased in Melbourne and Sydney in 2002 (MLA, 2007). Fatty acids were derived from pooled samples of leg roasts, mini roast and chump chop using the samples gathered for proximate analysis in the same program. Vitamin D was derived from a composite of 8 samples of loin chops (4x unbranded, 1x IGA,1x Woolworths, 1x Coles and 1x Drakes Foodland) purchased in ACT, QLD, VIC, SA and WA in 2015. Ash was derived from a composite sample of lean chump roasts purchased in Sydney in 1992. Tryptophan was derived from the analysis of loin chop in 2008. Iodine was imputed from beef rump steak. Folate was imputed from grilled lamb chump chop. Other vitamins and minerals were derived from 8 samples of chump chop purchased across Australia in 1996. Proximates (starch, individual sugars, fibre, alcohol), folic acid, vitamin C and caffeine were imputed zero.",18102,542,542,72.6,22.5,3.6,4.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,6,,120.0,,0.15,60.0,1.2,3.1,,30,0.018000000000000002,,,,350,350,20.0,65,110.0,,3.6,9,,0,,0,9,,,,0.16,0.26,6.5,3.3489999999999998,9.85,0.92,0.12,1.7,1.3,17,0,17,17,0,0.0,0,0.6,0,3.0,0.4,,0.0,,0.0,,0.0,,0.4,,,,,,,,,,,,,,,2.1,0.08,0.4,0.01,18.3,0.72,1.2,0.05,13.4,0.53,,,,,,,0.0,0.0,,,,,35.43,1.4,,,0.1,0.0,,,1.6,0.06,,,44.2,1.74,,,,,,,47.64,1.88,,,,,6.1,0.24,1.1,0.04,,,0.4,14.38,,,,,0.3,12.29,,,0.2,8.31,,,2.5,99.89,0.5,19.42,,,0.2,7.76,0.9,36.91,,,0.3,10.0,,,12.48,0.49,1.6840000000000002,66.33,1.76,69.0,4.4,171.81,0,65,55.0,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,2,4.0
F004898,7400,Analysed,"Lamb, chop, with bone, chump, lean, grilled, no added fat","Cooked lamb from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking.",,"Proximates were derived from a composite of 10 samples of chump chop purchased in Melbourne and Sydney in 2002 (MLA, 2007). Vitamins (A, beta-carotene, alpha-tocopherol, folate), Se and fatty acids were derived from pooled samples of leg roasts, mini roast and chump chop using the samples gathered for proximate analysis in the same program. Vitamin D was derived from a composite of 8 samples of loin chops (4x unbranded, 1x IGA,1x Woolworths, 1x Coles and 1x Drakes Foodland) purchased in ACT, QLD, VIC, SA and WA in 2015. Ash was derived from a composite sample of lean chump roasts purchased in Sydney in 1992. Other vitamins and minerals were from 8 samples of chump chop purchased across Australia in 1996. Tryptophan was derived from analysis of loin chop in 2008. Iodine was imputed from beef rump steak. Proximates (starch, individual sugars, fibre, alcohol), folic acid, vitamin C and caffeine were imputed zero.",18102,957,957,59.6,34.1,5.46,10.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,11,,62.0,,0.22,10.0,1.2,3.1,,32,0.02,,,,280,330,30.0,65,190.0,,5.8,8,,0,,0,8,,,,0.17,0.41,6.6,5.083,11.68,0.29,0.08,2.6,3.0,17,0,17,17,0,0.0,0,0.3,0,1.5,0.2,,0.0,,0.0,,0.0,,0.2,,,,,,,,,,,,,,,2.6,0.24,0.5,0.04,20.5,1.91,1.1,0.1,14.0,1.31,,,,,,,0.0,0.0,,,,,38.71,3.62,,,0.2,0.02,,,1.9,0.18,,,40.2,3.76,,,,,,,44.0,4.11,,,,,6.5,0.6,1.9,0.18,,,0.3,28.96,,,,,0.2,22.8,,,0.2,20.28,,,1.9,181.72,0.7,64.47,,,0.1,10.56,1.0,90.35,,,0.4,33.64,,,13.21,1.24,2.017,188.453,1.71,159.0,4.0,375.78,0,93,55.0,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,2,4.0
